Aircraft Launch and Recovery Specialist,49,2016-12-16 17:17:40,2016-12-16 17:17:40,0
Aircraft Mechanic,50,2016-12-16 17:17:41,2016-12-16 17:17:41,0
Aircraft Mechanic and Service Technician,51,2016-12-16 17:17:42,2016-12-16 17:17:42,0
Aircraft Pilot and Flight Engineer,52,2016-12-16 17:17:43,2016-12-16 17:17:43,0
"Aircraft Structure, Surfaces, Rigging and Systems ",53,2016-12-16 17:17:44,2016-12-16 17:17:44,0
Airfield Operations Specialist,54,2016-12-16 17:17:44,2016-12-16 17:17:44,0
Airline Flight Attendant,55,2016-12-16 17:17:45,2016-12-16 17:17:45,0
Airline Flight Control Administrator,56,2016-12-16 17:17:46,2016-12-16 17:17:46,0
Airline Flight Operations Administrator,57,2016-12-16 17:17:47,2016-12-16 17:17:47,0
Airline Flight Reservations Administrator,58,2016-12-16 17:17:48,2016-12-16 17:17:48,0
"Airline Pilot, Copilot and Flight Engineer",59,2016-12-16 17:17:49,2016-12-16 17:17:49,0
Airport Administrator,60,2016-12-16 17:17:49,2016-12-16 17:17:49,0
Airport Design Engineer,61,2016-12-16 17:17:50,2016-12-16 17:17:50,0
Alcohol and Drug Abuse Assistance Coordinator,62,2016-12-16 17:17:51,2016-12-16 17:17:51,0
Alumni Relations Coordinator,63,2016-12-16 17:17:52,2016-12-16 17:17:52,0
Ambulance Driver,64,2016-12-16 17:17:53,2016-12-16 17:17:53,0
"Ambulance Driver and Attendant, Except Emergency M",65,2016-12-16 17:17:54,2016-12-16 17:17:54,0
Amusement Park and Recreation Attendant,66,2016-12-16 17:17:54,2016-12-16 17:17:54,0
Anesthesiologist (MD),67,2016-12-16 17:17:55,2016-12-16 17:17:55,0
Animal Breeder,68,2016-12-16 17:17:56,2016-12-16 17:17:56,0
Animal Care and Service Worker,69,2016-12-16 17:17:57,2016-12-16 17:17:57,0
Animal Control Worker,70,2016-12-16 17:17:58,2016-12-16 17:17:58,0
Animal Husbandry Worker Supervisor,71,2016-12-16 17:17:59,2016-12-16 17:17:59,0
Animal Keeper and Groomer,72,2016-12-16 17:17:59,2016-12-16 17:17:59,0
Animal Kennel Supervisor,73,2016-12-16 17:18:00,2016-12-16 17:18:00,0
Animal Scientist,74,2016-12-16 17:18:01,2016-12-16 17:18:01,0
Animal Trainer,75,2016-12-16 17:18:02,2016-12-16 17:18:02,0
Animation Cartoonist,76,2016-12-16 17:18:03,2016-12-16 17:18:03,0
Announcer,77,2016-12-16 17:18:03,2016-12-16 17:18:03,0
Answering Service Operator,78,2016-12-16 17:18:04,2016-12-16 17:18:04,0
Anthropologist and Archeologist,79,2016-12-16 17:18:05,2016-12-16 17:18:05,0
Anthropology and Archeology Professor,80,2016-12-16 17:18:06,2016-12-16 17:18:06,0
"Anthropology and Archeology Teacher, Postsecondary",81,2016-12-16 17:18:07,2016-12-16 17:18:07,0
Anti-Terrorism Intelligence Agent,82,2016-12-16 17:18:08,2016-12-16 17:18:08,0
Appeals Referee,83,2016-12-16 17:18:08,2016-12-16 17:18:08,0
Appraiser and Assessor of Real Estate,84,2016-12-16 17:18:09,2016-12-16 17:18:09,0
Aqua culturist (Fish Farmer),85,2016-12-16 17:18:10,2016-12-16 17:18:10,0
Aquarium Curator,86,2016-12-16 17:18:11,2016-12-16 17:18:11,0
"Arbitrator, Mediator and Conciliator",87,2016-12-16 17:18:12,2016-12-16 17:18:12,0
"Architect, Except Landscape and Naval",88,2016-12-16 17:18:12,2016-12-16 17:18:12,0
"Architect, Except Naval",89,2016-12-16 17:18:13,2016-12-16 17:18:13,0
"Architect, Surveyor and Cartographer",90,2016-12-16 17:18:14,2016-12-16 17:18:14,0
Architectural and Civil Drafter,91,2016-12-16 17:18:15,2016-12-16 17:18:15,0
Architectural and Engineering Manager,92,2016-12-16 17:18:16,2016-12-16 17:18:16,0
Architecture and Engineering,93,2016-12-16 17:18:17,2016-12-16 17:18:17,0
Architecture Professor,94,2016-12-16 17:18:17,2016-12-16 17:18:17,0
"Architecture Teacher, Postsecondary",95,2016-12-16 17:18:18,2016-12-16 17:18:18,0
Archivist,96,2016-12-16 17:18:19,2016-12-16 17:18:19,0
"Archivist, Curator and Museum Technician",97,2016-12-16 17:18:20,2016-12-16 17:18:20,0
"Area, Ethnic and Cultural Studies Professor",98,2016-12-16 17:18:21,2016-12-16 17:18:21,0
"Area, Ethnic and Cultural Studies Teacher, Postsec",99,2016-12-16 17:18:21,2016-12-16 17:18:21,0
Armored Assault Vehicle Crew Member,100,2016-12-16 17:18:22,2016-12-16 17:18:22,0
Armored Assault Vehicle Officer,101,2016-12-16 17:18:23,2016-12-16 17:18:23,0
Art and Design Worker,102,2016-12-16 17:18:24,2016-12-16 17:18:24,0
Art Appraiser,103,2016-12-16 17:18:25,2016-12-16 17:18:25,0
Art Director,104,2016-12-16 17:18:26,2016-12-16 17:18:26,0
Art Restorer,105,2016-12-16 17:18:26,2016-12-16 17:18:26,0
Art Therapist,106,2016-12-16 17:18:27,2016-12-16 17:18:27,0
"Art, Drama and Music Professor",107,2016-12-16 17:18:28,2016-12-16 17:18:28,0
"Art, Drama and Music Teacher, Postsecondary",108,2016-12-16 17:18:29,2016-12-16 17:18:29,0
Artillery and Missile Crew Member,109,2016-12-16 17:18:30,2016-12-16 17:18:30,0
Artillery and Missile Officer,110,2016-12-16 17:18:31,2016-12-16 17:18:31,0
Artist Agent (Manager),111,2016-12-16 17:18:31,2016-12-16 17:18:31,0
Artist and Related Worker,112,2016-12-16 17:18:32,2016-12-16 17:18:32,0
"Artist and Related Worker, All Other",113,2016-12-16 17:18:33,2016-12-16 17:18:33,0
"Arts, Communications and Humanities Teacher, Posts",114,2016-12-16 17:18:34,2016-12-16 17:18:34,0
"Arts, Design, Entertainment, Sports and Media Occu",115,2016-12-16 17:18:35,2016-12-16 17:18:35,0
Assembler and Fabricator,116,2016-12-16 17:18:35,2016-12-16 17:18:35,0
"Assembler and Fabricator, All Other",117,2016-12-16 17:18:36,2016-12-16 17:18:36,0
Astronomer,118,2016-12-16 17:18:37,2016-12-16 17:18:37,0
Astronomer and Physicist,119,2016-12-16 17:18:38,2016-12-16 17:18:38,0
Athlete and Sport Competitor,120,2016-12-16 17:18:39,2016-12-16 17:18:39,0
"Athlete, Coach, Umpire and Related Worker",121,2016-12-16 17:18:39,2016-12-16 17:18:39,0
Athletes' Business Manager,122,2016-12-16 17:18:40,2016-12-16 17:18:40,0
Athletic Coach,123,2016-12-16 17:18:41,2016-12-16 17:18:41,0
Athletic Director,124,2016-12-16 17:18:42,2016-12-16 17:18:42,0
Athletic Trainer,125,2016-12-16 17:18:43,2016-12-16 17:18:43,0
ATM Machine Servicer,126,2016-12-16 17:18:44,2016-12-16 17:18:44,0
Atmospheric and Space Scientist,127,2016-12-16 17:18:44,2016-12-16 17:18:44,0
"Atmospheric, Earth, Marine and Space Sciences Teac",128,2016-12-16 17:18:45,2016-12-16 17:18:45,0
Audio and Video Equipment Technician,129,2016-12-16 17:18:46,2016-12-16 17:18:46,0
Audio-Visual and Multimedia Collections Specialist,130,2016-12-16 17:18:47,2016-12-16 17:18:47,0
Audio-Visual Collections Specialist,131,2016-12-16 17:18:48,2016-12-16 17:18:48,0
Audiologist,132,2016-12-16 17:18:49,2016-12-16 17:18:49,0
Audiovisual Production Specialist,133,2016-12-16 17:18:49,2016-12-16 17:18:49,0
Automobile Mechanic,134,2016-12-16 17:18:50,2016-12-16 17:18:50,0
Automotive and Watercraft Service Attendant,135,2016-12-16 17:18:51,2016-12-16 17:18:51,0
Automotive Body and Related Repairer,136,2016-12-16 17:18:52,2016-12-16 17:18:52,0
Automotive Body Repairer,137,2016-12-16 17:18:53,2016-12-16 17:18:53,0
Automotive Engineer,138,2016-12-16 17:18:53,2016-12-16 17:18:53,0
Automotive Glass Installer,139,2016-12-16 17:18:54,2016-12-16 17:18:54,0
Automotive Glass Installer and Repairer,140,2016-12-16 17:18:55,2016-12-16 17:18:55,0
Automotive Service Technician and Mechanic,141,2016-12-16 17:18:56,2016-12-16 17:18:56,0
Automotive Technician and Repairer,142,2016-12-16 17:18:57,2016-12-16 17:18:57,0
Avionic Technician,143,2016-12-16 17:18:58,2016-12-16 17:18:58,0
Baggage Porter and Bellhop,144,2016-12-16 17:18:58,2016-12-16 17:18:58,0
"Baggage Porter, Bellhop and Concierge",145,2016-12-16 17:18:59,2016-12-16 17:18:59,0
Bailiffs,146,2016-12-16 17:19:00,2016-12-16 17:19:00,0
"Bailiffs, Correctional Officer and Jailer",147,2016-12-16 17:19:01,2016-12-16 17:19:01,0
Baker (Commercial),148,2016-12-16 17:19:02,2016-12-16 17:19:02,0
Baker,149,2016-12-16 17:19:03,2016-12-16 17:19:03,0
Ballistics Expert,150,2016-12-16 17:19:03,2016-12-16 17:19:03,0
Bank and Branch Manager,151,2016-12-16 17:19:04,2016-12-16 17:19:04,0
Bank Examiner,152,2016-12-16 17:19:05,2016-12-16 17:19:05,0
Bank Teller,153,2016-12-16 17:19:06,2016-12-16 17:19:06,0
Barber,154,2016-12-16 17:19:07,2016-12-16 17:19:07,0
"Barber, Hairdresser, Hairstylist and Cosmetologist",155,2016-12-16 17:19:08,2016-12-16 17:19:08,0
Bartender,156,2016-12-16 17:19:08,2016-12-16 17:19:08,0
Benefits Manager,157,2016-12-16 17:19:09,2016-12-16 17:19:09,0
Bicycle Mechanic,158,2016-12-16 17:19:10,2016-12-16 17:19:10,0
Bicycle Repairer,159,2016-12-16 17:19:11,2016-12-16 17:19:11,0
Bill and Account Collector,160,2016-12-16 17:19:12,2016-12-16 17:19:12,0
Billing and Posting Clerk,161,2016-12-16 17:19:12,2016-12-16 17:19:12,0
Billing Specialist,162,2016-12-16 17:19:13,2016-12-16 17:19:13,0
Bindery Machine Set-Up Operator,163,2016-12-16 17:19:14,2016-12-16 17:19:14,0
Bindery Machine Tender,164,2016-12-16 17:19:15,2016-12-16 17:19:15,0
Biochemist and Biophysicist,165,2016-12-16 17:19:16,2016-12-16 17:19:16,0
"Biological Science Teacher, Postsecondary",166,2016-12-16 17:19:16,2016-12-16 17:19:16,0
Biological Scientist,167,2016-12-16 17:19:17,2016-12-16 17:19:17,0
"Biological Scientist, All Other",168,2016-12-16 17:19:18,2016-12-16 17:19:18,0
Biological Technician,169,2016-12-16 17:19:19,2016-12-16 17:19:19,0
Biology Professor,170,2016-12-16 17:19:20,2016-12-16 17:19:20,0
Biomedical Engineer,171,2016-12-16 17:19:21,2016-12-16 17:19:21,0
Biomedical Equipment Technician,172,2016-12-16 17:19:21,2016-12-16 17:19:21,0
Boat Builder,173,2016-12-16 17:19:22,2016-12-16 17:19:22,0
Boilermaker,174,2016-12-16 17:19:23,2016-12-16 17:19:23,0
Book Editor,175,2016-12-16 17:19:24,2016-12-16 17:19:24,0
"Bookkeeping, Accounting and Auditing Clerk",176,2016-12-16 17:19:25,2016-12-16 17:19:25,0
Border Patrol Agent,177,2016-12-16 17:19:25,2016-12-16 17:19:25,0
Brattice Builder,178,2016-12-16 17:19:26,2016-12-16 17:19:26,0
Brick mason and Block mason,179,2016-12-16 17:19:27,2016-12-16 17:19:27,0
"Brick mason, Block mason and Stonemason",180,2016-12-16 17:19:28,2016-12-16 17:19:28,0
Bridge and Lock Tender,181,2016-12-16 17:19:29,2016-12-16 17:19:29,0
Broadcast and Sound Engineering Technician and Rad,182,2016-12-16 17:19:30,2016-12-16 17:19:30,0
Broadcast News Analyst,183,2016-12-16 17:19:30,2016-12-16 17:19:30,0
Broadcast Technician,184,2016-12-16 17:19:31,2016-12-16 17:19:31,0
Broker's Floor Representative,185,2016-12-16 17:19:32,2016-12-16 17:19:32,0
Brokerage Clerk,186,2016-12-16 17:19:33,2016-12-16 17:19:33,0
Budget Accountant,187,2016-12-16 17:19:34,2016-12-16 17:19:34,0
Budget Analyst,188,2016-12-16 17:19:34,2016-12-16 17:19:34,0
Building and Grounds Cleaning and Maintenance Occu,189,2016-12-16 17:19:35,2016-12-16 17:19:35,0
Building Cleaning and Pest Control Worker,190,2016-12-16 17:19:36,2016-12-16 17:19:36,0
Building Cleaning Worker,191,2016-12-16 17:19:37,2016-12-16 17:19:37,0
"Building Cleaning Worker, All Other",192,2016-12-16 17:19:38,2016-12-16 17:19:38,0
Building Inspector,193,2016-12-16 17:19:39,2016-12-16 17:19:39,0
Building Maintenance Mechanic,194,2016-12-16 17:19:39,2016-12-16 17:19:39,0
Bulldozer / Grader Operator,195,2016-12-16 17:19:40,2016-12-16 17:19:40,0
Bus and Truck Mechanic,196,2016-12-16 17:19:41,2016-12-16 17:19:41,0
Bus and Truck Mechanic and Diesel Engine Specialis,197,2016-12-16 17:19:42,2016-12-16 17:19:42,0
Bus Boy / Bus Girl,198,2016-12-16 17:19:43,2016-12-16 17:19:43,0
Bus Driver (School),199,2016-12-16 17:19:44,2016-12-16 17:19:44,0
Bus Driver (Transit),200,2016-12-16 17:19:44,2016-12-16 17:19:44,0
Bus Driver,201,2016-12-16 17:19:45,2016-12-16 17:19:45,0
"Bus Driver, School or Special Client",202,2016-12-16 17:19:46,2016-12-16 17:19:46,0
"Bus Driver, Transit and Intercity",203,2016-12-16 17:19:47,2016-12-16 17:19:47,0
Business and Financial Operations Occupation,204,2016-12-16 17:19:48,2016-12-16 17:19:48,0
Business Operations Specialist,205,2016-12-16 17:19:48,2016-12-16 17:19:48,0
"Business Operations Specialist, All Other",206,2016-12-16 17:19:49,2016-12-16 17:19:49,0
Business Professor,207,2016-12-16 17:19:50,2016-12-16 17:19:50,0
Business Service Specialist,208,2016-12-16 17:19:51,2016-12-16 17:19:51,0
"Business Teacher, Postsecondary",209,2016-12-16 17:19:52,2016-12-16 17:19:52,0
Butcher and Meat Cutter,210,2016-12-16 17:19:53,2016-12-16 17:19:53,0
"Butcher and Other Meat, Poultry and Fish Processin",211,2016-12-16 17:19:53,2016-12-16 17:19:53,0
Buyer and Purchasing Agent,212,2016-12-16 17:19:54,2016-12-16 17:19:54,0
"Buyer and Purchasing Agent, Farm Products",213,2016-12-16 17:19:55,2016-12-16 17:19:55,0
Cabinet Maker,214,2016-12-16 17:19:56,2016-12-16 17:19:56,0
Cabinetmaker and Bench Carpenter,215,2016-12-16 17:19:57,2016-12-16 17:19:57,0
Camera and Photographic Equipment Repairer,216,2016-12-16 17:19:57,2016-12-16 17:19:57,0
"Camera Operator, Television, Video and Motion Pict",217,2016-12-16 17:19:58,2016-12-16 17:19:58,0
Camp Director,218,2016-12-16 17:19:59,2016-12-16 17:19:59,0
"Captain, Mate and Pilot of Water Vessels",219,2016-12-16 17:20:00,2016-12-16 17:20:00,0
Caption Writer,220,2016-12-16 17:20:01,2016-12-16 17:20:01,0
Cardiologist (MD),221,2016-12-16 17:20:02,2016-12-16 17:20:02,0
Cardiopulmonary Technologist,222,2016-12-16 17:20:02,2016-12-16 17:20:02,0
Cardiovascular Technologist and Technician,223,2016-12-16 17:20:03,2016-12-16 17:20:03,0
Career Counselor,224,2016-12-16 17:20:04,2016-12-16 17:20:04,0
"Career/Technical Education Teacher, Middle School",225,2016-12-16 17:20:05,2016-12-16 17:20:05,0
"Career/Technical Education Teacher, Secondary Scho",226,2016-12-16 17:20:06,2016-12-16 17:20:06,0
Cargo and Freight Agent,227,2016-12-16 17:20:07,2016-12-16 17:20:07,0
Carpenter's Assistant,228,2016-12-16 17:20:07,2016-12-16 17:20:07,0
Carpenter,229,2016-12-16 17:20:08,2016-12-16 17:20:08,0
Carpet Installer,230,2016-12-16 17:20:09,2016-12-16 17:20:09,0
"Carpet, Floor and Tile Installer and Finisher",231,2016-12-16 17:20:10,2016-12-16 17:20:10,0
Cartographer (Map Scientist),232,2016-12-16 17:20:11,2016-12-16 17:20:11,0
Cartographer and Photogrammetrist,233,2016-12-16 17:20:12,2016-12-16 17:20:12,0
Cartographic Technician,234,2016-12-16 17:20:13,2016-12-16 17:20:13,0
Cartoonist (Publications),235,2016-12-16 17:20:13,2016-12-16 17:20:13,0
Cashier,236,2016-12-16 17:20:14,2016-12-16 17:20:14,0
Casino Cage Worker,237,2016-12-16 17:20:15,2016-12-16 17:20:15,0
Casino Cashier,238,2016-12-16 17:20:16,2016-12-16 17:20:16,0
Casino Dealer,239,2016-12-16 17:20:18,2016-12-16 17:20:18,0
Casino Floor person,240,2016-12-16 17:20:21,2016-12-16 17:20:21,0
Casino Manager,241,2016-12-16 17:20:23,2016-12-16 17:20:23,0
Casino Pit Boss,242,2016-12-16 17:20:24,2016-12-16 17:20:24,0
Casino Slot Machine Mechanic,243,2016-12-16 17:20:25,2016-12-16 17:20:25,0
Casino Surveillance Officer,244,2016-12-16 17:20:26,2016-12-16 17:20:26,0
Casting Director,245,2016-12-16 17:20:26,2016-12-16 17:20:26,0
Catering Administrator,246,2016-12-16 17:20:27,2016-12-16 17:20:27,0
Ceiling Tile Installer,247,2016-12-16 17:20:28,2016-12-16 17:20:28,0
Cement Mason,248,2016-12-16 17:20:29,2016-12-16 17:20:29,0
Cement Mason and Concrete Finisher,249,2016-12-16 17:20:30,2016-12-16 17:20:30,0
"Cement Mason, Concrete Finisher and Terrazzo Worke",250,2016-12-16 17:20:31,2016-12-16 17:20:31,0
Ceramic Engineer,251,2016-12-16 17:20:31,2016-12-16 17:20:31,0
Certified Public Accountant (CPA),252,2016-12-16 17:20:32,2016-12-16 17:20:32,0
"Chaplain (Prison, Military, Hospital)",253,2016-12-16 17:20:33,2016-12-16 17:20:33,0
Chefs and Head Cook,254,2016-12-16 17:20:35,2016-12-16 17:20:35,0
Chemical Engineer,255,2016-12-16 17:20:38,2016-12-16 17:20:38,0
Chemical Equipment Operator,256,2016-12-16 17:20:39,2016-12-16 17:20:39,0
Chemical Equipment Operator and Tender,257,2016-12-16 17:20:39,2016-12-16 17:20:39,0
Chemical Plant and System Operator,258,2016-12-16 17:20:40,2016-12-16 17:20:40,0
Chemical Plant Operator,259,2016-12-16 17:20:41,2016-12-16 17:20:41,0
"Chemical Processing Machine Setter, Operator and T",260,2016-12-16 17:20:42,2016-12-16 17:20:42,0
Chemical Technician,261,2016-12-16 17:20:43,2016-12-16 17:20:43,0
Chemistry Professor,262,2016-12-16 17:20:44,2016-12-16 17:20:44,0
"Chemistry Teacher, Postsecondary",263,2016-12-16 17:20:45,2016-12-16 17:20:45,0
Chemist,264,2016-12-16 17:20:45,2016-12-16 17:20:45,0
Chemist and Material Scientist,265,2016-12-16 17:20:46,2016-12-16 17:20:46,0
Chief Executives,266,2016-12-16 17:20:47,2016-12-16 17:20:47,0
Chief Financial Officer,267,2016-12-16 17:20:48,2016-12-16 17:20:48,0
Child Care Center Administrator,268,2016-12-16 17:20:49,2016-12-16 17:20:49,0
Child Care Worker,269,2016-12-16 17:20:50,2016-12-16 17:20:50,0
Child Life Specialist,270,2016-12-16 17:20:51,2016-12-16 17:20:51,0
Child Support Investigator,271,2016-12-16 17:20:51,2016-12-16 17:20:51,0
Child Support Services Worker,272,2016-12-16 17:20:52,2016-12-16 17:20:52,0
"Child, Family and School Social Worker",273,2016-12-16 17:20:53,2016-12-16 17:20:53,0
Childcare Worker,274,2016-12-16 17:20:54,2016-12-16 17:20:54,0
Chiropractor,275,2016-12-16 17:20:55,2016-12-16 17:20:55,0
Choreographer,276,2016-12-16 17:20:56,2016-12-16 17:20:56,0
City Planning Aide,277,2016-12-16 17:20:56,2016-12-16 17:20:56,0
Civil Drafter,278,2016-12-16 17:20:57,2016-12-16 17:20:57,0
Civil Engineer,279,2016-12-16 17:20:58,2016-12-16 17:20:58,0
Civil Engineering Technician,280,2016-12-16 17:20:59,2016-12-16 17:20:59,0
"Claims Adjuster, Appraiser, Examiner and Investiga",281,2016-12-16 17:21:00,2016-12-16 17:21:00,0
"Claims Adjuster, Examiner and Investigator",282,2016-12-16 17:21:01,2016-12-16 17:21:01,0
Cleaner of Vehicles and Equipment,283,2016-12-16 17:21:01,2016-12-16 17:21:01,0
"Cleaning, Washing and Metal Pickling Equipment Ope",284,2016-12-16 17:21:02,2016-12-16 17:21:02,0
Clergy,285,2016-12-16 17:21:03,2016-12-16 17:21:03,0
Clergy Member (Religious Leader),286,2016-12-16 17:21:04,2016-12-16 17:21:04,0
Clinical Dietitian,287,2016-12-16 17:21:05,2016-12-16 17:21:05,0
Clinical Laboratory Technologist and Technician,288,2016-12-16 17:21:06,2016-12-16 17:21:06,0
Clinical Psychologist,289,2016-12-16 17:21:06,2016-12-16 17:21:06,0
Clinical Sociologist,290,2016-12-16 17:21:07,2016-12-16 17:21:07,0
"Clinical, Counseling and School Psychologist",291,2016-12-16 17:21:08,2016-12-16 17:21:08,0
Coaches and Scouts,292,2016-12-16 17:21:09,2016-12-16 17:21:09,0
"Coating, Painting and Spraying Machine Setter, Ope",293,2016-12-16 17:21:10,2016-12-16 17:21:10,0
Coatroom and Dressing Room Attendant,294,2016-12-16 17:21:11,2016-12-16 17:21:11,0
"Coil Winder, Taper and Finisher",295,2016-12-16 17:21:12,2016-12-16 17:21:12,0
"Coin, Vending and Amusement Machine Servicer and R",296,2016-12-16 17:21:12,2016-12-16 17:21:12,0
College/University Professor,297,2016-12-16 17:21:13,2016-12-16 17:21:13,0
"Combined Food Preparation and Serving Worker, Incl",298,2016-12-16 17:21:14,2016-12-16 17:21:14,0
Commercial and Industrial Designer,299,2016-12-16 17:21:15,2016-12-16 17:21:15,0
Commercial Designer,300,2016-12-16 17:21:16,2016-12-16 17:21:16,0
Commercial Diver,301,2016-12-16 17:21:17,2016-12-16 17:21:17,0
Commercial Fisherman,302,2016-12-16 17:21:17,2016-12-16 17:21:17,0
Commercial Pilot,303,2016-12-16 17:21:18,2016-12-16 17:21:18,0
Communication Equipment Mechanic,304,2016-12-16 17:21:19,2016-12-16 17:21:19,0
Communications Equipment Operator,305,2016-12-16 17:21:20,2016-12-16 17:21:20,0
"Communications Equipment Operator, All Other",306,2016-12-16 17:21:22,2016-12-16 17:21:22,0
Communications Professor,307,2016-12-16 17:21:23,2016-12-16 17:21:23,0
"Communications Teacher, Postsecondary",308,2016-12-16 17:21:24,2016-12-16 17:21:24,0
Community and Social Service Occupation,309,2016-12-16 17:21:25,2016-12-16 17:21:25,0
"Community and Social Service Specialist, All Other",310,2016-12-16 17:21:25,2016-12-16 17:21:25,0
Community Health Nurse,311,2016-12-16 17:21:26,2016-12-16 17:21:26,0
Community Health Worker,312,2016-12-16 17:21:27,2016-12-16 17:21:27,0
Community Organization Worker,313,2016-12-16 17:21:28,2016-12-16 17:21:28,0
Community Welfare Worker,314,2016-12-16 17:21:29,2016-12-16 17:21:29,0
Compensation Administrator,315,2016-12-16 17:21:30,2016-12-16 17:21:30,0
Compensation and Benefits Manager,316,2016-12-16 17:21:30,2016-12-16 17:21:30,0
Compensation Specialist,317,2016-12-16 17:21:31,2016-12-16 17:21:31,0
"Compensation, Benefits and Job Analysis Specialist",318,2016-12-16 17:21:32,2016-12-16 17:21:32,0
Compliance Officer,319,2016-12-16 17:21:33,2016-12-16 17:21:33,0
Computer Aided Design (CAD) Technician,320,2016-12-16 17:21:34,2016-12-16 17:21:34,0
Computer and Information Analyst,321,2016-12-16 17:21:34,2016-12-16 17:21:34,0
Computer and Information Research Scientist,322,2016-12-16 17:21:35,2016-12-16 17:21:35,0
"Computer and Information Scientist, Research",323,2016-12-16 17:21:36,2016-12-16 17:21:36,0
Computer and Information Systems Manager,324,2016-12-16 17:21:37,2016-12-16 17:21:37,0
Computer and Mathematical Occupation,325,2016-12-16 17:21:38,2016-12-16 17:21:38,0
Computer Applications Engineer,326,2016-12-16 17:21:38,2016-12-16 17:21:38,0
Computer Control Programmer and Operator,327,2016-12-16 17:21:39,2016-12-16 17:21:39,0
